,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
216,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-01-16 13:20:10.000,2024-01-16 13:20:10,156.0,1.0,34.0,8.0,38.0,25.0,165.0,2021-07-27 09:00:22.000,0.4.8,18.0,11.0,21,True,,6.0,lazydocs,,,217.0,195.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,5875.0,5875.0,,,,3.0,,,,,,,,,,,,,,,,,
217,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2024-01-04 15:27:46.000,2023-10-25 17:48:31,229.0,2.0,16.0,4.0,12.0,72.0,105.0,2023-08-28 07:29:57.000,2.3.6,41.0,5.0,21,True,,11.0,mkdocs-print-site-plugin,,['mkdocs'],276.0,270.0,https://pypi.org/project/mkdocs-print-site-plugin,2023-08-28 07:29:57.000,6.0,16778.0,16778.0,,,,3.0,,,,,,,,,,,,,,,,,
218,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-10-23 14:35:37.000,2023-10-23 14:35:37,718.0,2.0,349.0,80.0,162.0,115.0,4116.0,,,12.0,103.0,20,False,,120.0,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,,,927806.0,932017.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,387467.0,3.0,,,,,,,,,,,,,,,,-7.0,
219,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,,202.0,57.0,44.0,16.0,2748.0,,,,24.0,20,True,,41.0,pyrasite,,,55.0,55.0,https://pypi.org/project/pyrasite,,,6016.0,6016.0,,,,3.0,,,,,,,,,,,,,,,,,
220,reloadium,reloadware/reloadium,debugging,"Hot Reloading, Profiling and AI debugging for Python.",,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2024-01-04 12:57:15.000,2024-01-04 08:31:12,53.0,3.0,57.0,25.0,29.0,110.0,2625.0,2024-01-04 12:57:15.000,1.3.4,46.0,3.0,20,True,,14.0,reloadium,,,,,https://pypi.org/project/reloadium,2024-01-04 12:57:15.000,,2842.0,2842.0,,,,3.0,,,,,,,,,,,,,,,,,
221,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:29:11.000,2023-10-16 20:22:41,416.0,,74.0,42.0,48.0,36.0,1595.0,2023-10-16 20:29:11.000,0.9.5,41.0,10.0,20,True,,20.0,birdseye,,,4.0,,https://pypi.org/project/birdseye,2023-10-16 20:29:11.000,4.0,1073.0,1073.0,,,,3.0,,,,,,,,,,,,,,,,5.0,
222,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,188.0,24.0,95.0,83.0,587.0,,,,39.0,20,False,,50.0,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,,,85907.0,85907.0,,,,3.0,,,,,,,,,,,,,,,,,
223,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-12-25 09:43:40.000,2023-12-25 09:43:39,144.0,1.0,19.0,5.0,70.0,72.0,172.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,20,True,,48.0,flake8-simplify,conda-forge/flake8-simplify,,41.0,,https://pypi.org/project/flake8-simplify,2023-09-23 21:40:23.000,41.0,242774.0,243755.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,36325.0,3.0,,,,,,,,,,,,,,,,,
224,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,26.0,4.0,38.0,26.0,127.0,,,,12.0,20,False,,5.0,flake8-commas,,['flake8'],17104.0,17104.0,https://pypi.org/project/flake8-commas,,,286064.0,286064.0,,,,3.0,,,,,,,,,,,,,,,,,
225,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,17.0,109.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,20,False,,11.0,flake8-bandit,,['flake8'],196.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,196.0,380438.0,380438.0,,,,3.0,,,,,,,,,,,,,,,,,
226,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,56.0,28.0,63.0,33.0,1399.0,,,,17.0,19,False,,26.0,pyannotate,,,129.0,129.0,https://pypi.org/project/pyannotate,,,3159.0,3159.0,,,,3.0,,,,,,,,,,,,,,,,,
227,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,32.0,857.0,,,,20.0,19,True,,31.0,portray,,,814.0,814.0,https://pypi.org/project/portray,,,6329.0,6329.0,,,,3.0,,,,,,,,,,,,,,,,,
228,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,19,False,,3.0,vex,,,40.0,30.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,5686.0,5686.0,,,,3.0,,,,,,,,,,,,,,,,,
229,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,47.0,5.0,68.0,,232.0,2021-01-11 18:41:10.489,0.9.0,28.0,16.0,19,False,,4.0,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,2021-01-11 18:41:10.489,18.0,15351.0,15352.0,,,,3.0,72.0,,,,,,,,,,,,,,,,
230,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,19.0,6.0,14.0,3.0,118.0,,,2.0,14.0,19,False,,9.0,dodgy,conda-forge/dodgy,,2673.0,2673.0,https://pypi.org/project/dodgy,,,327527.0,328485.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,85328.0,3.0,,,,,,,,,,,,,,,,,
231,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-01-09 13:59:57.000,2023-12-26 15:14:01,850.0,26.0,19.0,8.0,26.0,64.0,118.0,2023-10-08 23:51:28.000,12.4.0,44.0,22.0,19,True,,6.0,pip-run,,,,,https://pypi.org/project/pip-run,,,7546.0,7546.0,,,,3.0,,,,,,,,,,,,,,,,,
232,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,19.0,5.0,13.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,,23.0,flake8-mypy,,['flake8'],1785.0,1658.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,127.0,44637.0,44637.0,,,,3.0,,,,,,,,,,,,,,,,,
233,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2024-01-01 00:20:53.000,2024-01-01 00:18:13,201.0,2.0,10.0,8.0,6.0,3.0,94.0,2014-09-07 13:57:37.000,0.5.7,24.0,3.0,19,False,,7.0,pyformat,,,1868.0,1842.0,https://pypi.org/project/pyformat,2024-01-01 00:20:50.000,26.0,12920.0,12920.0,,,,3.0,,,,,,,,,,,,,,,,,
234,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,15.0,7.0,10.0,3.0,90.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,19,False,,10.0,unify,conda-forge/unify,,1336.0,1274.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,62.0,47402.0,47459.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1778.0,3.0,,,,,,,,,,,,,,,,,
235,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-11-23 11:10:59.000,2023-11-23 11:09:40,546.0,4.0,24.0,2.0,206.0,33.0,80.0,2023-11-23 11:09:50.000,1.4.0,41.0,15.0,19,True,,14.0,autoimport,,,130.0,122.0,https://pypi.org/project/autoimport,2023-11-23 11:09:50.000,8.0,4113.0,4113.0,,,,3.0,,,,,,,,,,,,,,,,,
236,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,7.0,3.0,8.0,6.0,64.0,,,4.0,7.0,19,False,,7.0,pylint-flask,conda-forge/pylint-flask,['pylint'],7813.0,7813.0,https://pypi.org/project/pylint-flask,,,178959.0,180262.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,116001.0,3.0,,,,,,,,,,,,,,,,,
237,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,9.0,5.0,9.0,9.0,55.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,19,False,,5.0,mkdocs-git-revision-date-plugin,,['mkdocs'],1769.0,1737.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,32.0,42821.0,42821.0,,,,3.0,,,,,,,,,,,,,,,,,
238,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,38.0,2680.0,,,8.0,5.0,18,False,,8.0,pretty_errors,conda-forge/pretty_errors,,,,https://pypi.org/project/pretty_errors,,,25409.0,25774.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,13881.0,3.0,,,,,,,,,,,,,,,,,
239,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:45.608,2019-11-25 09:19:00,242.0,,120.0,68.0,29.0,15.0,2240.0,2021-12-15 15:44:45.608,0.1.0,23.0,18.0,18,False,,7.0,fake2db,,,26.0,25.0,https://pypi.org/project/fake2db,2021-12-15 15:44:45.608,1.0,463.0,463.0,,,,3.0,,,,,,,,,,,,,,,,,
240,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,123.0,33.0,4.0,5.0,1688.0,,,2.0,3.0,18,False,,5.0,heartrate,conda-forge/heartrate,,54.0,54.0,https://pypi.org/project/heartrate,,,459.0,557.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,3052.0,3.0,,,,,,,,,,,,,,,,,
241,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-09-13 20:26:49.000,2023-09-13 20:26:49,293.0,,68.0,10.0,101.0,90.0,276.0,,,11.0,46.0,18,True,,11.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],,,https://pypi.org/project/flake8-import-order,,,352625.0,355464.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,244212.0,3.0,,,,,,,,,,,,,,,,,
242,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,,2010-11-11 09:43:52.000,2023-12-29 21:15:34.000,2023-04-16 21:21:14,535.0,,79.0,13.0,87.0,93.0,457.0,,,1.0,46.0,17,False,,40.0,paver,conda-forge/paver,,,,https://pypi.org/project/paver,,,60009.0,60335.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,28084.0,3.0,,,,,,,,,,,,,,,,-9.0,
243,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2023-07-27 15:15:12.000,2023-07-27 15:12:07,35.0,,15.0,6.0,23.0,6.0,261.0,2023-07-27 15:15:12.000,0.3.2,12.0,7.0,17,True,,11.0,bellybutton,,,45.0,44.0,https://pypi.org/project/bellybutton,2023-07-27 15:15:12.000,1.0,1921.0,1921.0,,,,3.0,,,,,,,,,,,,,,,,,
244,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2023-06-17 04:37:59.000,2023-06-17 04:37:59,400.0,,36.0,9.0,68.0,26.0,222.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,,20.0,imhotep,,,17.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,6.0,25.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,
245,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2023-09-12 01:27:09.000,2023-09-12 01:27:09,194.0,,16.0,5.0,17.0,7.0,112.0,2023-09-11 03:03:54.000,0.70.1,10.0,9.0,17,True,,1.0,massedit,,,41.0,41.0,https://pypi.org/project/massedit,,,1578.0,1578.0,,,,3.0,23.0,,,,,,,,,,,,,,,,
246,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,22.0,40.0,2021-02-11 10:24:03.000,0.4.0,2.0,5.0,17,False,,3.0,mkdocs-versioning,,['mkdocs'],66.0,66.0,https://pypi.org/project/mkdocs-versioning,,,2669.0,2669.0,,,,3.0,,,,,,,,,,,,,,,,,
247,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-06-10 12:37:58.000,2023-06-10 12:37:58,149.0,,410.0,74.0,60.0,77.0,3800.0,,,,39.0,16,True,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
248,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-05-18 15:24:11.000,2023-01-03 15:31:24,422.0,,177.0,41.0,154.0,172.0,1592.0,,,,60.0,16,True,,34.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
249,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2023-07-04 11:25:43.000,2021-09-18 20:16:24,55.0,,41.0,12.0,8.0,9.0,775.0,,,,5.0,16,False,,6.0,py-heat,,,60.0,60.0,https://pypi.org/project/py-heat,,,1897.0,1897.0,,,,3.0,,,,,,,,,,,,,,,,,
250,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,6.0,18.0,13.0,372.0,2017-07-27 16:45:20.000,0.2.2,8.0,12.0,16,False,,7.0,tbvaccine,,,12.0,12.0,https://pypi.org/project/tbvaccine,,,1921.0,1921.0,,,,3.0,,,,,,,,,,,,,,,,,
251,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,21.0,6.0,6.0,2.0,323.0,2017-02-13 18:07:58.000,0.0.8,8.0,2.0,16,False,,15.0,pycycle,,,89.0,80.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,9.0,3188.0,3188.0,,,,3.0,,,,,,,,,,,,,,,,,
252,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,17.0,2.0,16.0,21.0,161.0,,,4.0,16.0,16,True,,22.0,dlint,conda-forge/dlint,,,,https://pypi.org/project/dlint,,,90033.0,90191.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,4111.0,3.0,,,,,,,,,,,,,,,,,
253,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,13.0,156.0,,,,10.0,16,False,,6.0,pynt,,,118.0,118.0,https://pypi.org/project/pynt,,,10839.0,10839.0,,,,3.0,,,,,,,,,,,,,,,,,
254,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2023-08-29 08:53:47.000,2023-08-29 08:53:43,44.0,,11.0,7.0,31.0,21.0,135.0,,,,7.0,16,True,,7.0,com2ann,,,59.0,59.0,https://pypi.org/project/com2ann,,,13154.0,13154.0,,,,3.0,,,,,,,,,,,,,,,,,
255,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2023-06-16 19:27:52.015,2023-03-08 16:15:03,84.0,,4.0,10.0,2.0,12.0,219.0,2023-03-08 16:22:18.671,1.1.0,10.0,3.0,15,True,,5.0,cohesion,conda-forge/cohesion,,11.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,11.0,4493.0,4572.0,https://anaconda.org/conda-forge/cohesion,2023-06-16 19:27:52.015,2077.0,3.0,,,,,,,,,,,,,,,,,
256,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,9.0,62.0,25.0,68.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,15,False,,4.0,pytest-play,,['pytest'],10.0,,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,10.0,71.0,71.0,,,,3.0,,,,,,,,,,,,,,,,,
257,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,2022-09-15 18:19:20,395.0,,7.0,5.0,34.0,3.0,21.0,2021-11-17 16:59:34.000,0.6.18,40.0,5.0,15,True,,1.0,universal-build,,,19.0,12.0,https://pypi.org/project/universal-build,2021-11-16 23:08:45.000,7.0,228.0,228.0,,,,3.0,19.0,,,,,,,,,,,,,,,,
258,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,5.0,7.0,12.0,117.0,,,,6.0,14,False,,7.0,pep8ify,,,46.0,46.0,https://pypi.org/project/pep8ify,,,263.0,263.0,,,,3.0,,,,,,,,,,,,,,,,,
259,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-10-17 23:50:57.000,2023-01-30 07:50:18,198.0,,5.0,2.0,142.0,11.0,14.0,2023-01-30 07:57:23.000,3.2.0,29.0,4.0,14,False,,1.0,yala,,"['flake8', 'pylint']",60.0,50.0,https://pypi.org/project/yala,2021-11-15 05:05:38.000,10.0,784.0,784.0,,,,3.0,,,,,,,,,,,,,,,,,
260,livepython,agermanidis/livepython,profiling,Visually trace Python code in real-time.,,https://github.com/agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000,2019-01-22 17:39:55.000,2017-11-14 21:27:52,20.0,,167.0,77.0,4.0,15.0,2549.0,,,,3.0,13,False,,11.0,,,,3.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
261,subpar,google/subpar,packaging,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,,https://github.com/google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2022-12-27 14:53:53.000,2022-12-19 19:23:19,95.0,,66.0,18.0,75.0,30.0,566.0,2019-05-14 20:14:05.000,2.0.0,5.0,16.0,13,False,,34.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
262,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2024-01-09 20:27:42.000,2023-10-13 18:07:34,192.0,,3.0,2.0,230.0,3.0,169.0,2022-08-09 15:40:30.000,3.0.0,5.0,3.0,13,True,,,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,,,141.0,141.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,
263,linty_fresh,lyft/linty_fresh,linters,Surface lint errors during code review.,,https://github.com/lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2023-06-23 23:37:25.000,2022-12-13 04:09:02,54.0,,21.0,19.0,61.0,1.0,184.0,2018-12-12 19:47:05.000,0.7.0,10.0,18.0,12,False,,8.0,linty-fresh,,"['flake8', 'mypy']",,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000,,28.0,28.0,,,,3.0,,,,,,,,,,,,,,,,,
264,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2023-06-16 16:07:40.909,2022-08-14 07:12:06,109.0,,17.0,6.0,28.0,15.0,139.0,2022-08-14 07:05:53.000,22.8.0,7.0,9.0,12,False,,,retype,conda-forge/retype,,,,https://pypi.org/project/retype,,,332.0,673.0,https://anaconda.org/conda-forge/retype,2023-06-16 16:07:40.909,24610.0,3.0,,,,,,,,,,,,,,,,,
265,pipenv-pipes,gtalarico/pipenv-pipes,virtual-envs,A PipEnv Environment Switcher.,,https://github.com/gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2023-10-01 17:28:23.000,2019-06-27 03:42:48,285.0,,20.0,5.0,22.0,10.0,133.0,2018-11-08 03:05:43.000,0.7.1,25.0,5.0,12,False,,7.0,pipenv-pipes,,,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000,,74.0,74.0,,,,3.0,,,,,,,,,,,,,,,,,
