,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
208,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2022-04-18 07:11:37.000,2022-03-11 18:31:51,368.0,,41.0,22.0,53.0,72.0,1199.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,21,True,58.0,pyflow,,,42.0,41.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,137.0,256.0,,,,3.0,1.0,4887.0,,,,,,,,,,,,,,,,,,,
209,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,143.0,16.0,65.0,28.0,808.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,21,False,29.0,pycco,,,390.0,277.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,951.0,951.0,,,,3.0,113.0,,,,,,,,,,,,,,,,,,,,
210,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2022-12-02 18:43:46.000,2022-10-18 01:51:36,278.0,4.0,30.0,6.0,140.0,51.0,461.0,2022-01-30 16:42:02.000,1.12.1,22.0,14.0,21,True,7.0,blacken-docs,conda-forge/blacken-docs,,17.0,,https://pypi.org/project/blacken-docs,2022-01-30 16:42:02.000,41866.0,42725.0,https://anaconda.org/conda-forge/blacken-docs,2022-01-30 18:29:51.381,25786.0,3.0,17.0,,,,,,,,,,,,,,,,,,,adamchainz/blacken-docs,
211,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2022-10-16 11:13:22.000,2022-09-14 15:18:11,71.0,,57.0,8.0,51.0,32.0,327.0,2022-09-19 22:54:45.987,1.0.1,20.0,16.0,21,True,14.0,pytest-docker,,['pytest'],33.0,,https://pypi.org/project/pytest-docker,2022-04-09 19:10:43.000,119435.0,119437.0,,,,3.0,33.0,88.0,,,,,,,,,,,,,,,,,,,
212,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-01-02 23:20:45.000,2022-10-11 00:53:47,704.0,1.0,20.0,4.0,388.0,77.0,315.0,2022-03-27 17:47:46.000,0.32.0,48.0,15.0,21,True,44.0,nitpick,,['flake8'],270.0,266.0,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,8187.0,8187.0,,,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
213,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2022-07-24 17:43:46.000,2022-07-24 17:34:17,72.0,,25.0,7.0,12.0,44.0,284.0,2022-07-24 17:45:31.955,2.8.0,21.0,5.0,21,True,10.0,mkdocs-awesome-pages-plugin,,['mkdocs'],78.0,,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-02-12 20:34:18.000,68620.0,68620.0,,,,3.0,78.0,,-3.0,,,,,,,,,,,,,,,,,,
214,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-08-29 13:47:29.000,2022-08-29 13:45:55,70.0,,26.0,5.0,17.0,15.0,96.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,21,True,11.0,flake8-bandit,,['flake8'],141.0,,https://pypi.org/project/flake8-bandit,2022-03-11 03:32:21.000,467499.0,467499.0,,,,3.0,141.0,,,,,,,,,,,,,,,,,,,,
215,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,,74.0,43.0,48.0,34.0,1526.0,2021-11-11 16:04:25.000,0.9.3,39.0,10.0,20,True,20.0,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,1298.0,1298.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,
216,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2022-12-21 13:43:38.000,2022-12-21 13:34:28,321.0,7.0,39.0,17.0,70.0,109.0,614.0,2022-11-17 15:21:03.000,1.4.2,62.0,18.0,20,True,28.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],,,https://pypi.org/project/pytest-testmon,2022-10-30 18:41:02.000,103310.0,103943.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,37393.0,3.0,,,,,,,,,,,,,,,,,,,,,
217,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-12-17 09:19:57.000,2022-12-17 09:19:54,492.0,3.0,20.0,9.0,44.0,15.0,332.0,2021-12-15 14:34:12.182,0.0.1,23.0,11.0,20,True,6.0,manhole,conda-forge/manhole,,158.0,120.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,9578.0,10148.0,https://anaconda.org/conda-forge/manhole,2022-11-02 02:11:21.465,10269.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,
218,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-08-05 12:40:27.000,2022-02-09 02:49:51,186.0,,16.0,6.0,70.0,30.0,146.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,20,True,19.0,pandas-vet,conda-forge/pandas-vet,['flake8'],150.0,141.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,60614.0,60913.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,13462.0,3.0,9.0,46.0,,,,,,,,,,,,,,,,,,,
219,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2022-11-30 12:20:59.000,2022-09-24 16:28:14,224.0,,14.0,1.0,15.0,18.0,127.0,2022-08-09 19:17:19.574,0.13.0,15.0,14.0,20,True,26.0,dlint,conda-forge/dlint,,45.0,,https://pypi.org/project/dlint,2021-10-27 13:15:42.000,204704.0,204820.0,https://anaconda.org/conda-forge/dlint,2022-08-10 17:05:19.047,1629.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,
220,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,5.0,14.0,3.0,112.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,20,False,9.0,dodgy,conda-forge/dodgy,,2353.0,2070.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,388056.0,388637.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,44789.0,3.0,283.0,,,,,,,,,,,,,,,,,,,,
221,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-01-02 23:39:14.000,2023-01-02 23:39:13,686.0,95.0,12.0,6.0,15.0,49.0,79.0,2023-01-02 18:26:03.860,10.0.2,41.0,14.0,20,True,1.0,pip-run,,,3.0,,https://pypi.org/project/pip-run,2022-07-06 00:51:42.000,3543.0,3543.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,
222,reloadium,reloadware/reloadium,debugging,Advanced Hot Reloading & Profiling for Python.,,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2022-11-29 23:09:22.000,2022-11-29 23:09:22,38.0,4.0,28.0,24.0,14.0,45.0,1945.0,2022-11-29 23:14:02.384,0.9.6,31.0,2.0,19,True,12.0,reloadium,,,,,https://pypi.org/project/reloadium,2022-06-15 13:58:40.000,1184.0,1184.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
223,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-11-30 02:55:03.000,2022-11-18 15:26:38,97.0,1.0,51.0,40.0,22.0,25.0,1521.0,2020-12-02 20:41:20.000,20.12.2,3.0,38.0,19,True,8.0,xar,,,23.0,23.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,98.0,98.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
224,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,119.0,30.0,4.0,4.0,1501.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,19,False,4.0,heartrate,conda-forge/heartrate,,50.0,47.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,906.0,1005.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,1884.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
225,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,57.0,1.0,,,381.0,,,13.0,10.0,19,False,,assertpy,conda-forge/assertpy,,99.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,421369.0,421661.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,18163.0,3.0,99.0,,,,,,,,,,,,,,,,,,,,
226,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,34.0,4.0,68.0,,232.0,2021-01-11 18:40:32.000,0.9.0,28.0,16.0,19,False,4.0,flakehell,,['flake8'],12.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,26564.0,26565.0,,,,3.0,12.0,58.0,,,,,,,,,,,,,,,,,,,
227,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2022-08-22 11:56:10.000,2022-01-08 15:29:29,100.0,,38.0,7.0,24.0,16.0,143.0,2022-01-08 15:31:25.000,0.5.5,23.0,17.0,19,True,24.0,sphinx-markdown-builder,,['sphinx'],367.0,308.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,20992.0,20992.0,,,,3.0,59.0,,,,,,,,,,,,,,,,,,,,
228,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2022-11-19 14:50:00.000,2022-11-19 14:50:00,127.0,3.0,12.0,4.0,62.0,70.0,133.0,2022-07-28 16:34:01.302,0.19.3,36.0,11.0,19,True,33.0,flake8-simplify,conda-forge/flake8-simplify,,41.0,,https://pypi.org/project/flake8-simplify,2022-03-29 09:52:25.000,330745.0,331511.0,https://anaconda.org/conda-forge/flake8-simplify,2022-07-29 02:33:31.286,19171.0,3.0,41.0,,,,,,,,,,,,,,,,,,,,
229,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2022-12-09 05:26:08.000,2022-05-19 03:25:57,154.0,,25.0,5.0,25.0,16.0,118.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,19,True,6.0,lazydocs,,,120.0,101.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,4711.0,4711.0,,,,3.0,19.0,,,,,,,,,,,,,,,,,,,,
230,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,19.0,flake8-mypy,,['flake8'],1096.0,986.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,37758.0,37758.0,,,,3.0,110.0,,,,,,,,,,,,,,,,,,,,
231,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2022-07-04 21:06:04.000,2019-08-07 13:44:00,69.0,,14.0,7.0,10.0,3.0,79.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,19,False,10.0,unify,conda-forge/unify,,737.0,701.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,62190.0,62241.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,981.0,3.0,36.0,,,,,,,,,,,,,,,,,,,,
232,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-12-07 11:39:27.000,2022-12-07 11:39:27,220.0,5.0,11.0,3.0,7.0,67.0,67.0,2022-06-01 11:12:02.000,2.3.4,39.0,4.0,19,True,5.0,mkdocs-print-site-plugin,,['mkdocs'],132.0,129.0,https://pypi.org/project/mkdocs-print-site-plugin,2022-06-01 11:12:02.000,5170.0,5170.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,
233,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2022-07-19 20:45:56.000,2022-07-19 20:45:38,40.0,,9.0,4.0,8.0,6.0,62.0,,,5.0,7.0,19,True,5.0,pylint-flask,conda-forge/pylint-flask,['pylint'],7199.0,6844.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,260035.0,260997.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,74085.0,3.0,355.0,,,,,,,,,,,,,,,,,,,,
234,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2022-03-08 14:43:42.000,2022-03-08 14:42:57,26.0,,6.0,5.0,8.0,9.0,47.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,19,False,3.0,mkdocs-git-revision-date-plugin,,['mkdocs'],855.0,832.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,28946.0,28946.0,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,,
235,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,79.0,46.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,19,False,17.0,pytkdocs,conda-forge/pytkdocs,,8.0,,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,101626.0,104206.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,69684.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,
236,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:18.935,2019-11-25 09:19:00,242.0,,120.0,67.0,29.0,15.0,2163.0,2021-12-15 15:44:45.608,0.1.0,23.0,18.0,18,False,7.0,fake2db,,,22.0,21.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,240.0,240.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
237,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,2021-09-18 20:16:24,55.0,,41.0,13.0,6.0,9.0,735.0,2018-12-06 03:59:34.000,0.0.6,6.0,5.0,18,False,5.0,py-heat,,,54.0,48.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,1479.0,1479.0,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,
238,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,25.0,14.0,24.0,40.0,374.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,18,False,2.0,vex,,,36.0,26.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,488.0,488.0,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,
239,unimport,hakancelik96/unimport,refactoring,"A linter, formatter for finding and removing unused import statements.",,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2022-12-20 01:14:21.000,2022-12-04 19:34:31,462.0,7.0,19.0,4.0,166.0,85.0,181.0,2022-12-04 19:30:00.808,0.12.3,46.0,14.0,18,True,15.0,unimport,,,,,https://pypi.org/project/unimport,2022-01-29 20:05:35.000,5777.0,5777.0,,,,3.0,,,,,,,,,,,,,,,,,,,,hakancelikdev/unimport,
240,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,13.0,154.0,2018-06-24 06:23:48.000,0.8.2,7.0,10.0,18,False,5.0,pynt,,,113.0,85.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,15090.0,15090.0,,,,3.0,28.0,,,,,,,,,,,,,,,,,,,,
241,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,7.0,7.0,6.0,3.0,89.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,18,False,3.0,pyformat,,,226.0,201.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,15046.0,15046.0,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,,
242,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2022-11-25 19:54:19.000,2022-11-25 19:53:21,524.0,25.0,20.0,2.0,198.0,30.0,62.0,2022-11-14 20:45:36.155,1.3.2,38.0,13.0,18,True,5.0,autoimport,,,3.0,,https://pypi.org/project/autoimport,2022-02-16 17:35:44.000,8610.0,8610.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,
243,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-01-03 15:31:24.000,2023-01-03 15:31:24,422.0,3.0,172.0,43.0,153.0,171.0,1549.0,,,,60.0,17,True,29.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
244,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2022-11-28 16:00:12.815,2022-11-28 10:39:26,113.0,4.0,31.0,8.0,72.0,38.0,637.0,2022-11-28 11:06:21.000,0.10.0,14.0,10.0,17,True,9.0,python-devtools,conda-forge/python-devtools,,1.0,,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,316.0,809.0,https://anaconda.org/conda-forge/python-devtools,2022-11-28 16:00:12.815,10360.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
245,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,,36.0,7.0,67.0,26.0,221.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,20.0,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,34.0,34.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,
246,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,22.0,38.0,2021-02-11 10:24:35.000,0.4.0,6.0,5.0,17,False,3.0,mkdocs-versioning,,['mkdocs'],49.0,49.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,1777.0,1777.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
247,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,4.0,18.0,13.0,365.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,16,False,7.0,tbvaccine,,,10.0,10.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,2399.0,2399.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
248,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2022-09-20 12:04:08.000,2021-07-15 00:42:02,33.0,,13.0,4.0,21.0,6.0,249.0,2020-11-27 21:20:22.000,0.3.1,11.0,5.0,16,False,8.0,bellybutton,,,29.0,28.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000,2705.0,2705.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
249,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,8.0,62.0,24.0,67.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,16,False,5.0,pytest-play,,['pytest'],31.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,412.0,412.0,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,,
250,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-01-04 23:47:50.000,2023-01-04 23:47:50,142.0,2.0,368.0,72.0,57.0,70.0,3512.0,,,,37.0,15,True,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
251,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,18.0,5.0,6.0,2.0,311.0,2017-02-13 18:07:58.000,0.0.8,8.0,2.0,15,False,15.0,pycycle,,,71.0,64.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,2675.0,2675.0,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,
252,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2023-01-04 19:05:42.000,2022-11-06 20:48:39,188.0,3.0,3.0,1.0,122.0,3.0,152.0,2022-11-06 21:28:09.190,3.0.2,43.0,3.0,15,True,1.0,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,2022-05-25 20:24:40.000,199.0,199.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,,,,,
253,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2022-08-15 09:53:04.970,2022-08-14 07:12:06,109.0,,17.0,4.0,28.0,15.0,131.0,2022-08-14 07:10:00.969,22.8.0,12.0,9.0,15,True,,retype,conda-forge/retype,,18.0,,https://pypi.org/project/retype,2021-12-29 00:30:49.000,491.0,833.0,https://anaconda.org/conda-forge/retype,2022-08-15 09:53:04.970,20560.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,
