,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
207,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2023-11-27 22:54:49.000,2023-11-27 22:54:48,475.0,18.0,22.0,6.0,205.0,,56.0,319.0,2023-08-30 17:27:37.000,3.1.0,41.0,11.0,23,True,,add-trailing-comma,,,22.0,,https://pypi.org/project/add-trailing-comma,2023-08-30 17:27:37.000,22.0,28339.0,28339.0,,,,3.0,,,,,,,,,,,,,,,,,,,
208,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-11-28 21:10:01.000,2023-06-11 00:08:52,155.0,,34.0,8.0,38.0,6.0,25.0,159.0,2021-07-27 09:00:22.000,0.4.8,18.0,10.0,23,True,,lazydocs,,,208.0,186.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,8357.0,8357.0,,,,3.0,,,,,,,,,,,,,,,,,,,
209,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-12-06 03:56:52.000,2023-12-06 03:56:52,505.0,2.0,376.0,74.0,134.0,106.0,229.0,5803.0,2023-07-30 13:52:49.000,1.2.2,10.0,60.0,22,True,,,,,21.0,21.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
210,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,2.0,200.0,57.0,44.0,41.0,16.0,2743.0,,,13.0,24.0,22,True,,pyrasite,,,59.0,53.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,32005.0,32005.0,,,,3.0,,,,,,,,,,,,,,,,,,,
211,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,7.0,38.0,2677.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,,pretty_errors,conda-forge/pretty_errors,,60.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,60.0,26070.0,26440.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,13705.0,3.0,,,,,,,,,,,,,,,,,,,
212,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,24.0,55.0,63.0,73.0,1294.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,262.0,386.0,,,,3.0,6480.0,,,,,,,,,,,,,,,,,,
213,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-06-16 19:27:40.699,2022-12-22 13:48:56,431.0,,33.0,20.0,16.0,22.0,28.0,1014.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,22,True,,snoop,conda-forge/snoop,,25.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,25.0,61294.0,61477.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4776.0,3.0,,,,,,,,,,,,,,,,,,,
214,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,32.0,32.0,853.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,22,True,,portray,,,833.0,811.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,22.0,11060.0,11060.0,,,,3.0,,,,,,,,,,,,,,,,,,,
215,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,68.0,10.0,50.0,77.0,44.0,275.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,22,False,,mkdocs-with-pdf,,['mkdocs'],435.0,432.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,3.0,32488.0,32488.0,,,,3.0,,,,,,,,,,,,,,,,,,,
216,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-12-03 13:57:29.000,2023-12-03 13:57:17,487.0,12.0,22.0,5.0,183.0,12.0,103.0,237.0,2023-11-17 21:00:05.000,1.1.0,55.0,16.0,22,True,hakancelikdev/unimport,unimport,,,8.0,,https://pypi.org/project/unimport,2023-11-17 21:00:05.000,8.0,23585.0,23585.0,,,,3.0,,,,,,,,,,,,,,,,,,,
217,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-12-07 03:43:04.000,2023-09-24 09:24:40,143.0,12.0,19.0,5.0,70.0,47.0,72.0,171.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,22,True,,flake8-simplify,conda-forge/flake8-simplify,,39.0,,https://pypi.org/project/flake8-simplify,2023-09-23 21:40:23.000,39.0,283748.0,284738.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,35664.0,3.0,,,,,,,,,,,,,,,,,,,
218,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,,18.0,6.0,83.0,11.0,41.0,162.0,2023-08-11 15:10:29.000,2023.8.2,10.0,14.0,22,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],427.0,409.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,18.0,31776.0,32549.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16995.0,3.0,71.0,,,,,,,,,,,,,,,,,,
219,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,121.0,74.0,25.0,17.0,20.0,2961.0,2017-06-28 06:10:16.000,0.1.3,5.0,18.0,21,False,,profiling,,,71.0,65.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,6.0,1727.0,1727.0,,,,3.0,,,,,,,,,,,,,,,,,,,
220,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,71.0,170.0,88.0,128.0,1756.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,21,False,,sixpack,,,15.0,11.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,66.0,66.0,,,,3.0,,,,,,,,,,,,,,,,,,,
221,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:29:11.000,2023-10-16 20:22:41,416.0,1.0,74.0,42.0,48.0,20.0,36.0,1592.0,2023-10-16 20:29:11.000,0.9.5,41.0,10.0,21,True,,birdseye,,,4.0,,https://pypi.org/project/birdseye,2023-10-16 20:29:11.000,4.0,1388.0,1388.0,,,,3.0,,,,,,,,,,,,,,,,,,,
222,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-06 17:38:11.000,2023-12-06 17:31:58,103.0,3.0,54.0,43.0,22.0,8.0,25.0,1560.0,2020-12-02 20:41:20.000,20.12.2,3.0,43.0,21,True,,xar,,,28.0,28.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,564.0,564.0,,,,3.0,,,,,,,,,,,,,,,,,,,
223,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,62.0,28.0,63.0,34.0,33.0,1399.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,21,False,,pyannotate,,,159.0,127.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,32.0,4560.0,4560.0,,,,3.0,,,,,,,,,,,,,,,,,,,
224,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787,2023-04-26 09:11:54,1074.0,,43.0,14.0,21.0,42.0,54.0,765.0,2023-04-26 10:15:04.184,3.6.1,53.0,9.0,21,True,,hunter,conda-forge/hunter,,183.0,158.0,https://pypi.org/project/hunter,2023-04-26 10:15:04.184,25.0,7772.0,9651.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,54503.0,3.0,,,,,,,,,,,,,,,,,,,
225,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-06-16 19:26:54.777,2022-12-17 09:19:54,492.0,,23.0,10.0,44.0,7.0,15.0,357.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,21,True,,manhole,conda-forge/manhole,,302.0,265.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,37.0,16869.0,17510.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,18601.0,3.0,,,,,,,,,,,,,,,,,,,
226,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,41.0,46.0,295.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,,mkdocs-pdf-export-plugin,,['mkdocs'],594.0,588.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,6.0,22209.0,22209.0,,,,3.0,,,,,,,,,,,,,,,,,,,
227,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-08-13 05:31:31.000,2023-06-24 21:25:38,106.0,,46.0,7.0,27.0,,39.0,164.0,2023-08-13 05:31:31.000,0.6.5,29.0,19.0,21,True,,sphinx-markdown-builder,,['sphinx'],84.0,,https://pypi.org/project/sphinx-markdown-builder,2023-08-13 05:31:31.000,84.0,52445.0,52445.0,,,,3.0,,,,,,,,,,,,,,,,,,,
228,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-12-07 05:34:23.000,2023-12-06 16:49:37,835.0,49.0,18.0,8.0,23.0,4.0,64.0,116.0,2023-10-08 23:51:28.000,12.4.0,59.0,20.0,21,True,,pip-run,,,3.0,,https://pypi.org/project/pip-run,2023-10-08 23:51:10.000,3.0,11003.0,11003.0,,,,3.0,,,,,,,,,,,,,,,,,,,
229,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,11.0,17.0,109.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,21,False,,flake8-bandit,,['flake8'],194.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,194.0,459093.0,459093.0,,,,3.0,,,,,,,,,,,,,,,,,,,
230,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-10-25 17:48:31.000,2023-10-25 17:48:31,229.0,2.0,14.0,3.0,11.0,10.0,72.0,101.0,2023-08-28 07:29:57.000,2.3.6,41.0,5.0,21,True,,mkdocs-print-site-plugin,,['mkdocs'],270.0,264.0,https://pypi.org/project/mkdocs-print-site-plugin,2023-08-28 07:29:57.000,6.0,19470.0,19470.0,,,,3.0,,,,,,,,,,,,,,,,,,,
231,reloadium,reloadware/reloadium,debugging,"Hot Reloading, Profiling and AI debugging for Python.",,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2023-11-09 14:09:59.000,2023-11-09 14:09:58,52.0,3.0,54.0,24.0,28.0,14.0,108.0,2585.0,2023-11-09 12:24:37.000,1.3.3,45.0,3.0,20,True,,reloadium,,,,,https://pypi.org/project/reloadium,2023-11-09 12:24:37.000,,2919.0,2919.0,,,,3.0,,,,,,,,,,,,,,,,,,,
232,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,16.0,2.0,16.0,24.0,21.0,161.0,2023-04-10 19:35:00.918,0.14.1,17.0,16.0,20,True,,dlint,conda-forge/dlint,,52.0,,https://pypi.org/project/dlint,2022-08-09 19:17:19.574,52.0,99109.0,99269.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,4007.0,3.0,,,,,,,,,,,,,,,,,,,
233,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,20.0,6.0,14.0,11.0,3.0,117.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,20,False,,dodgy,conda-forge/dodgy,,2909.0,2621.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,288.0,387278.0,388225.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,83413.0,3.0,,,,,,,,,,,,,,,,,,,
234,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,15.0,7.0,10.0,10.0,3.0,90.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,20,False,,unify,conda-forge/unify,,1317.0,1256.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,61.0,76702.0,76759.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1737.0,3.0,,,,,,,,,,,,,,,,,,,
235,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-11-23 11:10:59.000,2023-11-23 11:09:40,546.0,8.0,24.0,3.0,206.0,13.0,32.0,80.0,2023-11-23 11:09:50.000,1.4.0,41.0,15.0,20,True,,autoimport,,,130.0,122.0,https://pypi.org/project/autoimport,2023-11-23 11:09:50.000,8.0,4046.0,4046.0,,,,3.0,,,,,,,,,,,,,,,,,,,
236,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,9.0,3.0,8.0,8.0,6.0,64.0,,,5.0,7.0,20,False,,pylint-flask,conda-forge/pylint-flask,['pylint'],8106.0,7749.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,357.0,648000.0,649296.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,114117.0,3.0,,,,,,,,,,,,,,,,,,,
237,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,123.0,33.0,4.0,5.0,5.0,1672.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,19,False,,heartrate,conda-forge/heartrate,,57.0,54.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,344.0,444.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,3000.0,3.0,,,,,,,,,,,,,,,,,,,
238,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2019-11-17 15:47:15.000,2023-09-10 22:29:17.739,2019-10-30 17:50:10,279.0,,61.0,1.0,,,,433.0,,,13.0,10.0,19,False,,assertpy,conda-forge/assertpy,,113.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,113.0,424082.0,424655.0,https://anaconda.org/conda-forge/assertpy,2023-09-10 22:29:17.739,23515.0,3.0,,,,,,,,,,,,,,,,,,,
239,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,2.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,19,False,,vex,,,39.0,29.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,2899.0,2899.0,,,,3.0,,,,,,,,,,,,,,,,,,,
240,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,47.0,5.0,68.0,4.0,,232.0,2021-01-11 18:41:10.489,0.9.0,28.0,16.0,19,False,,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,2021-01-11 18:41:10.489,18.0,19528.0,19529.0,,,,3.0,72.0,,,,,,,,,,,,,,,,,,
241,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2023-09-12 01:27:09.000,2023-09-12 01:27:09,194.0,15.0,16.0,5.0,17.0,4.0,7.0,110.0,2023-09-11 03:03:54.000,0.70.1,16.0,9.0,19,True,,massedit,,,48.0,41.0,https://pypi.org/project/massedit,2023-09-11 02:59:59.000,7.0,6381.0,6381.0,,,,3.0,23.0,,,,,,,,,,,,,,,,,,
242,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,5.0,13.0,19.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,,flake8-mypy,,['flake8'],1772.0,1645.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,127.0,33739.0,33739.0,,,,3.0,,,,,,,,,,,,,,,,,,,
243,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,9.0,8.0,6.0,4.0,3.0,94.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,19,False,,pyformat,,,1861.0,1835.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,26.0,22831.0,22831.0,,,,3.0,,,,,,,,,,,,,,,,,,,
244,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,9.0,5.0,9.0,5.0,9.0,54.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,19,False,,mkdocs-git-revision-date-plugin,,['mkdocs'],1712.0,1680.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,32.0,39286.0,39286.0,,,,3.0,,,,,,,,,,,,,,,,,,,
245,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:45.608,2019-11-25 09:19:00,242.0,,120.0,68.0,29.0,7.0,15.0,2237.0,2021-12-15 15:44:45.608,0.1.0,23.0,18.0,18,False,,fake2db,,,26.0,25.0,https://pypi.org/project/fake2db,2021-12-15 15:44:45.608,1.0,377.0,377.0,,,,3.0,,,,,,,,,,,,,,,,,,,
246,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2023-07-04 11:25:43.000,2021-09-18 20:16:24,55.0,,41.0,12.0,8.0,6.0,9.0,774.0,2018-12-06 03:59:34.000,0.0.6,6.0,5.0,18,False,,py-heat,,,65.0,59.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,6.0,3763.0,3763.0,,,,3.0,,,,,,,,,,,,,,,,,,,
247,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2023-07-27 15:15:12.000,2023-07-27 15:12:07,35.0,,15.0,6.0,23.0,11.0,6.0,259.0,2023-07-27 15:15:12.000,0.3.2,12.0,6.0,18,True,,bellybutton,,,42.0,41.0,https://pypi.org/project/bellybutton,2023-07-27 15:15:12.000,1.0,12409.0,12409.0,,,,3.0,,,,,,,,,,,,,,,,,,,
248,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,6.0,13.0,156.0,2018-06-24 06:23:48.000,0.8.2,7.0,10.0,18,False,,pynt,,,145.0,117.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,28.0,11688.0,11688.0,,,,3.0,,,,,,,,,,,,,,,,,,,
249,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2023-08-29 08:53:47.000,2023-08-29 08:53:43,44.0,,11.0,7.0,31.0,7.0,21.0,135.0,2021-08-21 09:01:26.000,0.3.0,3.0,7.0,18,True,,com2ann,,,57.0,55.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000,2.0,15632.0,15632.0,,,,3.0,,,,,,,,,,,,,,,,,,,
250,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2023-06-17 04:37:59.000,2023-06-17 04:37:59,400.0,,36.0,9.0,68.0,20.0,26.0,222.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,,imhotep,,,17.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,6.0,77.0,77.0,,,,3.0,,,,,,,,,,,,,,,,,,,
251,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:35.000,0.4.0,6.0,5.0,17,False,,mkdocs-versioning,,['mkdocs'],65.0,65.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,,3259.0,3259.0,,,,3.0,,,,,,,,,,,,,,,,,,,
252,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-06-10 12:37:58.000,2023-06-10 12:37:58,149.0,,407.0,74.0,60.0,6.0,76.0,3774.0,,,,39.0,16,True,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
